7.9999998000e-04 2.1000003815e+00 0.0000000000e+00 -3.3056735257e-03 1.5503912931e-02
4.0000000596e-01 2.1040315628e+00 1.1220335960e-02 2.3461579925e-02 4.0597766033e-02
8.0000001192e-01 2.1187696457e+00 3.2478213310e-02 4.5338868412e-02 5.4818838021e-02
1.2007999420e+00 2.1403026581e+00 5.5075407030e-02 5.9432982514e-02 5.4970084793e-02
1.6008000374e+00 2.1663160324e+00 7.6454281800e-02 6.9708823111e-02 5.0739496194e-02
2.0007998943e+00 2.1960697174e+00 9.5667004590e-02 7.8760384339e-02 4.5030414404e-02
2.4007999897e+00 2.2293243408e+00 1.1247861386e-01 8.7344645161e-02 3.8946717395e-02
2.8008000851e+00 2.2659454346e+00 1.2682437897e-01 9.5782278548e-02 3.2926648359e-02
3.2007999420e+00 2.3059501648e+00 1.3881993294e-01 1.0506987415e-01 2.7401148854e-02
3.6008000374e+00 2.3500013351e+00 1.4874529838e-01 1.1606097048e-01 2.2448151966e-02
4.0008001328e+00 2.3987989426e+00 1.5677845478e-01 1.2807607460e-01 1.7897635446e-02
4.4008002281e+00 2.4524621963e+00 1.6306340695e-01 1.4011859685e-01 1.3677775659e-02
4.8007998467e+00 2.5108938217e+00 1.6772067547e-01 1.5110611691e-01 9.7618995545e-03
5.2007999420e+00 2.5733470917e+00 1.7087292671e-01 1.6042828321e-01 6.1245261712e-03
5.6008000374e+00 2.6392364502e+00 1.7262029648e-01 1.6790747391e-01 2.7984380333e-03
6.0008001328e+00 2.7076730728e+00 1.7311167717e-01 1.7350434998e-01 -2.3320317153e-04
6.4008002281e+00 2.7780399323e+00 1.7243373394e-01 1.7725825046e-01 -2.9999017303e-03
6.8007998467e+00 2.8494796753e+00 1.7071175575e-01 1.7921805114e-01 -5.4308771191e-03
7.2007999420e+00 2.9214143753e+00 1.6808903218e-01 1.7977833481e-01 -7.5870751245e-03
7.6008000374e+00 2.9933023453e+00 1.6464209556e-01 1.7887353631e-01 -9.4635783340e-03
8.0008001327e+00 3.0645132065e+00 1.6051816940e-01 1.7672896122e-01 -1.1038780036e-02
8.4007997513e+00 3.1346855164e+00 1.5581107140e-01 1.7352461556e-01 -1.2362450178e-02
8.8008003235e+00 3.2033329010e+00 1.5062820911e-01 1.6932248816e-01 -1.3379454426e-02
9.2007999420e+00 3.2701435089e+00 1.4510750770e-01 1.6442775481e-01 -1.4075338628e-02
9.6007995605e+00 3.3348751068e+00 1.3936793804e-01 1.5896320106e-01 -1.4507174271e-02
1.0000800133e+01 3.3973140716e+00 1.3350176811e-01 1.5308141481e-01 -1.4696568031e-02
1.0400799751e+01 3.4573402405e+00 1.2761068344e-01 1.4691471836e-01 -1.4757364768e-02
1.0800800323e+01 3.5148458481e+00 1.2169587612e-01 1.4059424191e-01 -1.4763176218e-02
1.1200799942e+01 3.5698156357e+00 1.1580014229e-01 1.3411879339e-01 -1.4634281169e-02
1.1600799561e+01 3.6221408844e+00 1.0998845101e-01 1.2750863839e-01 -1.4363676098e-02
1.2000800133e+01 3.6718225479e+00 1.0430920124e-01 1.2106895266e-01 -1.4042258066e-02
1.2400799751e+01 3.7189960480e+00 9.8754644390e-02 1.1463761159e-01 -1.3608336247e-02
1.2800800323e+01 3.7635326386e+00 9.3422532080e-02 1.0829806167e-01 -1.3087093630e-02
1.3200799942e+01 3.8056344986e+00 8.8284969330e-02 1.0223746148e-01 -1.2560933638e-02
1.3600799561e+01 3.8453226089e+00 8.3373785020e-02 9.6309183590e-02 -1.2017637308e-02
1.4000800133e+01 3.8826818466e+00 7.8670859340e-02 9.0599058700e-02 -1.1498629879e-02
1.4400799751e+01 3.9178018570e+00 7.4174880980e-02 8.5188149131e-02 -1.0956227612e-02
1.4800800323e+01 3.9508323669e+00 6.9905877120e-02 7.9965590246e-02 -1.0416209545e-02
